c  Bad case for Goldberg
c 5000 vertices
a 7239 10003 5000
a 7240 10003 5000
a 7241 10003 5000
a 7242 10003 5000
a 7243 10003 5000
a 7244 10003 5000
a 7245 10003 5000
a 7246 10003 5000
a 7247 10003 5000
a 7248 10003 5000
a 7249 10003 5000
a 7250 10003 5000
a 7251 10003 5000
a 7252 10003 5000
a 7253 10003 5000
a 7254 10003 5000
a 7255 10003 5000
a 7256 10003 5000
a 7257 10003 5000
a 7258 10003 5000
a 7259 10003 5000
a 7260 10003 5000
a 7261 10003 5000
a 7262 10003 5000
a 7263 10003 5000
a 7264 10003 5000
a 7265 10003 5000
a 7266 10003 5000
a 7267 10003 5000
a 7268 10003 5000
a 7269 10003 5000
a 7270 10003 5000
a 7271 10003 5000
a 7272 10003 5000
a 7273 10003 5000
a 7274 10003 5000
a 7275 10003 5000
a 7276 10003 5000
a 7277 10003 5000
a 7278 10003 5000
a 7279 10003 5000
a 7280 10003 5000
a 7281 10003 5000
a 7282 10003 5000
a 7283 10003 5000
a 7284 10003 5000
a 7285 10003 5000
a 7286 10003 5000
a 7287 10003 5000
a 7288 10003 5000
a 7289 10003 5000
a 7290 10003 5000
a 7291 10003 5000
a 7292 10003 5000
a 7293 10003 5000
a 7294 10003 5000
a 7295 10003 5000
a 7296 10003 5000
a 7297 10003 5000
a 7298 10003 5000
a 7299 10003 5000
a 7300 10003 5000
a 7301 10003 5000
a 7302 10003 5000
a 7303 10003 5000
a 7304 10003 5000
a 7305 10003 5000
a 7306 10003 5000
a 7307 10003 5000
a 7308 10003 5000
a 7309 10003 5000
a 7310 10003 5000
a 7311 10003 5000
a 7312 10003 5000
a 7313 10003 5000
a 7314 10003 5000
a 7315 10003 5000
a 7316 10003 5000
a 7317 10003 5000
a 7318 10003 5000
a 7319 10003 5000
a 7320 10003 5000
a 7321 10003 5000
a 7322 10003 5000
a 7323 10003 5000
a 7324 10003 5000
a 7325 10003 5000
a 7326 10003 5000
a 7327 10003 5000
a 7328 10003 5000
a 7329 10003 5000
a 7330 10003 5000
a 7331 10003 5000
a 7332 10003 5000
a 7333 10003 5000
a 7334 10003 5000
a 7335 10003 5000
a 7336 10003 5000
a 7337 10003 5000
a 7338 10003 5000
a 7339 10003 5000
a 7340 10003 5000
a 7341 10003 5000
a 7342 10003 5000
a 7343 10003 5000
a 7344 10003 5000
a 7345 10003 5000
a 7346 10003 5000
a 7347 10003 5000
a 7348 10003 5000
a 7349 10003 5000
a 7350 10003 5000
a 7351 10003 5000
a 7352 10003 5000
a 7353 10003 5000
a 7354 10003 5000
a 7355 10003 5000
a 7356 10003 5000
a 7357 10003 5000
a 7358 10003 5000
a 7359 10003 5000
a 7360 10003 5000
a 7361 10003 5000
a 7362 10003 5000
a 7363 10003 5000
a 7364 10003 5000
a 7365 10003 5000
a 7366 10003 5000
a 7367 10003 5000
a 7368 10003 5000
a 7369 10003 5000
a 7370 10003 5000
a 7371 10003 5000
a 7372 10003 5000
a 7373 10003 5000
a 7374 10003 5000
a 7375 10003 5000
a 7376 10003 5000
a 7377 10003 5000
a 7378 10003 5000
a 7379 10003 5000
a 7380 10003 5000
a 7381 10003 5000
a 7382 10003 5000
a 7383 10003 5000
a 7384 10003 5000
a 7385 10003 5000
a 7386 10003 5000
a 7387 10003 5000
a 7388 10003 5000
a 7389 10003 5000
a 7390 10003 5000
a 7391 10003 5000
a 7392 10003 5000
a 7393 10003 5000
a 7394 10003 5000
a 7395 10003 5000
a 7396 10003 5000
a 7397 10003 5000
a 7398 10003 5000
a 7399 10003 5000
a 7400 10003 5000
a 7401 10003 5000
a 7402 10003 5000
a 7403 10003 5000
a 7404 10003 5000
a 7405 10003 5000
a 7406 10003 5000
a 7407 10003 5000
a 7408 10003 5000
a 7409 10003 5000
a 7410 10003 5000
a 7411 10003 5000
a 7412 10003 5000
a 7413 10003 5000
a 7414 10003 5000
a 7415 10003 5000
a 7416 10003 5000
a 7417 10003 5000
a 7418 10003 5000
a 7419 10003 5000
a 7420 10003 5000
a 7421 10003 5000
a 7422 10003 5000
a 7423 10003 5000
a 7424 10003 5000
a 7425 10003 5000
a 7426 10003 5000
a 7427 10003 5000
a 7428 10003 5000
a 7429 10003 5000
a 7430 10003 5000
a 7431 10003 5000
a 7432 10003 5000
a 7433 10003 5000
a 7434 10003 5000
a 7435 10003 5000
a 7436 10003 5000
a 7437 10003 5000
a 7438 10003 5000
a 7439 10003 5000
a 7440 10003 5000
a 7441 10003 5000
a 7442 10003 5000
a 7443 10003 5000
a 7444 10003 5000
a 7445 10003 5000
a 7446 10003 5000
a 7447 10003 5000
a 7448 10003 5000
a 7449 10003 5000
a 7450 10003 5000
a 7451 10003 5000
a 7452 10003 5000
a 7453 10003 5000
a 7454 10003 5000
a 7455 10003 5000
a 7456 10003 5000
a 7457 10003 5000
a 7458 10003 5000
a 7459 10003 5000
a 7460 10003 5000
a 7461 10003 5000
a 7462 10003 5000
a 7463 10003 5000
a 7464 10003 5000
a 7465 10003 5000
a 7466 10003 5000
a 7467 10003 5000
a 7468 10003 5000
a 7469 10003 5000
a 7470 10003 5000
a 7471 10003 5000
a 7472 10003 5000
a 7473 10003 5000
a 7474 10003 5000
a 7475 10003 5000
a 7476 10003 5000
a 7477 10003 5000
a 7478 10003 5000
a 7479 10003 5000
a 7480 10003 5000
a 7481 10003 5000
a 7482 10003 5000
a 7483 10003 5000
a 7484 10003 5000
a 7485 10003 5000
a 7486 10003 5000
a 7487 10003 5000
a 7488 10003 5000
a 7489 10003 5000
a 7490 10003 5000
a 7491 10003 5000
a 7492 10003 5000
a 7493 10003 5000
a 7494 10003 5000
a 7495 10003 5000
a 7496 10003 5000
a 7497 10003 5000
a 7498 10003 5000
a 7499 10003 5000
a 7500 10003 5000
a 7501 10003 5000
a 7502 10003 5000
a 7503 10003 5000
a 7504 10003 5000
a 7505 10003 5000
a 7506 10003 5000
a 7507 10003 5000
a 7508 10003 5000
a 7509 10003 5000
a 7510 10003 5000
a 7511 10003 5000
a 7512 10003 5000
a 7513 10003 5000
a 7514 10003 5000
a 7515 10003 5000
a 7516 10003 5000
a 7517 10003 5000
a 7518 10003 5000
a 7519 10003 5000
a 7520 10003 5000
a 7521 10003 5000
a 7522 10003 5000
a 7523 10003 5000
a 7524 10003 5000
a 7525 10003 5000
a 7526 10003 5000
a 7527 10003 5000
a 7528 10003 5000
a 7529 10003 5000
a 7530 10003 5000
a 7531 10003 5000
a 7532 10003 5000
a 7533 10003 5000
a 7534 10003 5000
a 7535 10003 5000
a 7536 10003 5000
a 7537 10003 5000
a 7538 10003 5000
a 7539 10003 5000
a 7540 10003 5000
a 7541 10003 5000
a 7542 10003 5000
a 7543 10003 5000
a 7544 10003 5000
a 7545 10003 5000
a 7546 10003 5000
a 7547 10003 5000
a 7548 10003 5000
a 7549 10003 5000
a 7550 10003 5000
a 7551 10003 5000
a 7552 10003 5000
a 7553 10003 5000
a 7554 10003 5000
a 7555 10003 5000
a 7556 10003 5000
a 7557 10003 5000
a 7558 10003 5000
a 7559 10003 5000
a 7560 10003 5000
a 7561 10003 5000
a 7562 10003 5000
a 7563 10003 5000
a 7564 10003 5000
a 7565 10003 5000
a 7566 10003 5000
a 7567 10003 5000
a 7568 10003 5000
a 7569 10003 5000
a 7570 10003 5000
a 7571 10003 5000
a 7572 10003 5000
a 7573 10003 5000
a 7574 10003 5000
a 7575 10003 5000
a 7576 10003 5000
a 7577 10003 5000
a 7578 10003 5000
a 7579 10003 5000
a 7580 10003 5000
a 7581 10003 5000
a 7582 10003 5000
a 7583 10003 5000
a 7584 10003 5000
a 7585 10003 5000
a 7586 10003 5000
a 7587 10003 5000
a 7588 10003 5000
a 7589 10003 5000
a 7590 10003 5000
a 7591 10003 5000
a 7592 10003 5000
a 7593 10003 5000
a 7594 10003 5000
a 7595 10003 5000
a 7596 10003 5000
a 7597 10003 5000
a 7598 10003 5000
a 7599 10003 5000
a 7600 10003 5000
a 7601 10003 5000
a 7602 10003 5000
a 7603 10003 5000
a 7604 10003 5000
a 7605 10003 5000
a 7606 10003 5000
a 7607 10003 5000
a 7608 10003 5000
a 7609 10003 5000
a 7610 10003 5000
a 7611 10003 5000
a 7612 10003 5000
a 7613 10003 5000
a 7614 10003 5000
a 7615 10003 5000
a 7616 10003 5000
a 7617 10003 5000
a 7618 10003 5000
a 7619 10003 5000
a 7620 10003 5000
a 7621 10003 5000
a 7622 10003 5000
a 7623 10003 5000
a 7624 10003 5000
a 7625 10003 5000
a 7626 10003 5000
a 7627 10003 5000
a 7628 10003 5000
a 7629 10003 5000
a 7630 10003 5000
a 7631 10003 5000
a 7632 10003 5000
a 7633 10003 5000
a 7634 10003 5000
a 7635 10003 5000
a 7636 10003 5000
a 7637 10003 5000
a 7638 10003 5000
a 7639 10003 5000
a 7640 10003 5000
a 7641 10003 5000
a 7642 10003 5000
a 7643 10003 5000
a 7644 10003 5000
a 7645 10003 5000
a 7646 10003 5000
a 7647 10003 5000
a 7648 10003 5000
a 7649 10003 5000
a 7650 10003 5000
a 7651 10003 5000
a 7652 10003 5000
a 7653 10003 5000
a 7654 10003 5000
a 7655 10003 5000
a 7656 10003 5000
a 7657 10003 5000
a 7658 10003 5000
a 7659 10003 5000
a 7660 10003 5000
a 7661 10003 5000
a 7662 10003 5000
a 7663 10003 5000
a 7664 10003 5000
a 7665 10003 5000
a 7666 10003 5000
a 7667 10003 5000
a 7668 10003 5000
a 7669 10003 5000
a 7670 10003 5000
a 7671 10003 5000
a 7672 10003 5000
a 7673 10003 5000
a 7674 10003 5000
a 7675 10003 5000
a 7676 10003 5000
a 7677 10003 5000
a 7678 10003 5000
a 7679 10003 5000
a 7680 10003 5000
a 7681 10003 5000
a 7682 10003 5000
a 7683 10003 5000
a 7684 10003 5000
a 7685 10003 5000
a 7686 10003 5000
a 7687 10003 5000
a 7688 10003 5000
a 7689 10003 5000
a 7690 10003 5000
a 7691 10003 5000
a 7692 10003 5000
a 7693 10003 5000
a 7694 10003 5000
a 7695 10003 5000
a 7696 10003 5000
a 7697 10003 5000
a 7698 10003 5000
a 7699 10003 5000
a 7700 10003 5000
a 7701 10003 5000
a 7702 10003 5000
a 7703 10003 5000
a 7704 10003 5000
a 7705 10003 5000
a 7706 10003 5000
a 7707 10003 5000
a 7708 10003 5000
a 7709 10003 5000
a 7710 10003 5000
a 7711 10003 5000
a 7712 10003 5000
a 7713 10003 5000
a 7714 10003 5000
a 7715 10003 5000
a 7716 10003 5000
a 7717 10003 5000
a 7718 10003 5000
a 7719 10003 5000
a 7720 10003 5000
a 7721 10003 5000
a 7722 10003 5000
a 7723 10003 5000
a 7724 10003 5000
a 7725 10003 5000
a 7726 10003 5000
a 7727 10003 5000
a 7728 10003 5000
a 7729 10003 5000
a 7730 10003 5000
a 7731 10003 5000
a 7732 10003 5000
a 7733 10003 5000
a 7734 10003 5000
a 7735 10003 5000
a 7736 10003 5000
a 7737 10003 5000
a 7738 10003 5000
a 7739 10003 5000
a 7740 10003 5000
a 7741 10003 5000
a 7742 10003 5000
a 7743 10003 5000
a 7744 10003 5000
a 7745 10003 5000
a 7746 10003 5000
a 7747 10003 5000
a 7748 10003 5000
a 7749 10003 5000
a 7750 10003 5000
a 7751 10003 5000
a 7752 10003 5000
a 7753 10003 5000
a 7754 10003 5000
a 7755 10003 5000
a 7756 10003 5000
a 7757 10003 5000
a 7758 10003 5000
a 7759 10003 5000
a 7760 10003 5000
a 7761 10003 5000
a 7762 10003 5000
a 7763 10003 5000
a 7764 10003 5000
a 7765 10003 5000
a 7766 10003 5000
a 7767 10003 5000
a 7768 10003 5000
a 7769 10003 5000
a 7770 10003 5000
a 7771 10003 5000
a 7772 10003 5000
a 7773 10003 5000
a 7774 10003 5000
a 7775 10003 5000
a 7776 10003 5000
a 7777 10003 5000
a 7778 10003 5000
a 7779 10003 5000
a 7780 10003 5000
a 7781 10003 5000
a 7782 10003 5000
a 7783 10003 5000
a 7784 10003 5000
a 7785 10003 5000
a 7786 10003 5000
a 7787 10003 5000
a 7788 10003 5000
a 7789 10003 5000
a 7790 10003 5000
a 7791 10003 5000
a 7792 10003 5000
a 7793 10003 5000
a 7794 10003 5000
a 7795 10003 5000
a 7796 10003 5000
a 7797 10003 5000
a 7798 10003 5000
a 7799 10003 5000
a 7800 10003 5000
a 7801 10003 5000
a 7802 10003 5000
a 7803 10003 5000
a 7804 10003 5000
a 7805 10003 5000
a 7806 10003 5000
a 7807 10003 5000
a 7808 10003 5000
a 7809 10003 5000
a 7810 10003 5000
a 7811 10003 5000
a 7812 10003 5000
a 7813 10003 5000
a 7814 10003 5000
a 7815 10003 5000
a 7816 10003 5000
a 7817 10003 5000
a 7818 10003 5000
a 7819 10003 5000
a 7820 10003 5000
a 7821 10003 5000
a 7822 10003 5000
a 7823 10003 5000
a 7824 10003 5000
a 7825 10003 5000
a 7826 10003 5000
a 7827 10003 5000
a 7828 10003 5000
a 7829 10003 5000
a 7830 10003 5000
a 7831 10003 5000
a 7832 10003 5000
a 7833 10003 5000
a 7834 10003 5000
a 7835 10003 5000
a 7836 10003 5000
a 7837 10003 5000
a 7838 10003 5000
a 7839 10003 5000
a 7840 10003 5000
a 7841 10003 5000
a 7842 10003 5000
a 7843 10003 5000
a 7844 10003 5000
a 7845 10003 5000
a 7846 10003 5000
a 7847 10003 5000
a 7848 10003 5000
a 7849 10003 5000
a 7850 10003 5000
a 7851 10003 5000
a 7852 10003 5000
a 7853 10003 5000
a 7854 10003 5000
a 7855 10003 5000
a 7856 10003 5000
a 7857 10003 5000
a 7858 10003 5000
a 7859 10003 5000
a 7860 10003 5000
a 7861 10003 5000
a 7862 10003 5000
a 7863 10003 5000
a 7864 10003 5000
a 7865 10003 5000
a 7866 10003 5000
a 7867 10003 5000
a 7868 10003 5000
a 7869 10003 5000
a 7870 10003 5000
a 7871 10003 5000
a 7872 10003 5000
a 7873 10003 5000
a 7874 10003 5000
a 7875 10003 5000
a 7876 10003 5000
a 7877 10003 5000
a 7878 10003 5000
a 7879 10003 5000
a 7880 10003 5000
a 7881 10003 5000
a 7882 10003 5000
a 7883 10003 5000
a 7884 10003 5000
a 7885 10003 5000
a 7886 10003 5000
a 7887 10003 5000
a 7888 10003 5000
a 7889 10003 5000
a 7890 10003 5000
a 7891 10003 5000
a 7892 10003 5000
a 7893 10003 5000
a 7894 10003 5000
a 7895 10003 5000
a 7896 10003 5000
a 7897 10003 5000
a 7898 10003 5000
a 7899 10003 5000
a 7900 10003 5000
a 7901 10003 5000
a 7902 10003 5000
a 7903 10003 5000
a 7904 10003 5000
a 7905 10003 5000
a 7906 10003 5000
a 7907 10003 5000
a 7908 10003 5000
a 7909 10003 5000
a 7910 10003 5000
a 7911 10003 5000
a 7912 10003 5000
a 7913 10003 5000
a 7914 10003 5000
a 7915 10003 5000
a 7916 10003 5000
a 7917 10003 5000
a 7918 10003 5000
a 7919 10003 5000
a 7920 10003 5000
a 7921 10003 5000
a 7922 10003 5000
a 7923 10003 5000
a 7924 10003 5000
a 7925 10003 5000
a 7926 10003 5000
a 7927 10003 5000
a 7928 10003 5000
a 7929 10003 5000
a 7930 10003 5000
a 7931 10003 5000
a 7932 10003 5000
a 7933 10003 5000
a 7934 10003 5000
a 7935 10003 5000
a 7936 10003 5000
a 7937 10003 5000
a 7938 10003 5000
a 7939 10003 5000
a 7940 10003 5000
a 7941 10003 5000
a 7942 10003 5000
a 7943 10003 5000
a 7944 10003 5000
a 7945 10003 5000
a 7946 10003 5000
a 7947 10003 5000
a 7948 10003 5000
a 7949 10003 5000
a 7950 10003 5000
a 7951 10003 5000
a 7952 10003 5000
a 7953 10003 5000
a 7954 10003 5000
a 7955 10003 5000
a 7956 10003 5000
a 7957 10003 5000
a 7958 10003 5000
a 7959 10003 5000
a 7960 10003 5000
a 7961 10003 5000
a 7962 10003 5000
a 7963 10003 5000
a 7964 10003 5000
a 7965 10003 5000
a 7966 10003 5000
a 7967 10003 5000
a 7968 10003 5000
a 7969 10003 5000
a 7970 10003 5000
a 7971 10003 5000
a 7972 10003 5000
a 7973 10003 5000
a 7974 10003 5000
a 7975 10003 5000
a 7976 10003 5000
a 7977 10003 5000
a 7978 10003 5000
a 7979 10003 5000
a 7980 10003 5000
a 7981 10003 5000
a 7982 10003 5000
a 7983 10003 5000
a 7984 10003 5000
a 7985 10003 5000
a 7986 10003 5000
a 7987 10003 5000
a 7988 10003 5000
a 7989 10003 5000
a 7990 10003 5000
a 7991 10003 5000
a 7992 10003 5000
a 7993 10003 5000
a 7994 10003 5000
a 7995 10003 5000
a 7996 10003 5000
a 7997 10003 5000
a 7998 10003 5000
a 7999 10003 5000
a 8000 10003 5000
a 8001 10003 5000
a 8002 10003 5000
a 8003 10003 5000
a 8004 10003 5000
a 8005 10003 5000
a 8006 10003 5000
a 8007 10003 5000
a 8008 10003 5000
a 8009 10003 5000
a 8010 10003 5000
a 8011 10003 5000
a 8012 10003 5000
a 8013 10003 5000
a 8014 10003 5000
a 8015 10003 5000
a 8016 10003 5000
a 8017 10003 5000
a 8018 10003 5000
a 8019 10003 5000
a 8020 10003 5000
a 8021 10003 5000
a 8022 10003 5000
a 8023 10003 5000
a 8024 10003 5000
a 8025 10003 5000
a 8026 10003 5000
a 8027 10003 5000
a 8028 10003 5000
a 8029 10003 5000
a 8030 10003 5000
a 8031 10003 5000
a 8032 10003 5000
a 8033 10003 5000
a 8034 10003 5000
a 8035 10003 5000
a 8036 10003 5000
a 8037 10003 5000
a 8038 10003 5000
a 8039 10003 5000
a 8040 10003 5000
a 8041 10003 5000
a 8042 10003 5000
a 8043 10003 5000
a 8044 10003 5000
a 8045 10003 5000
a 8046 10003 5000
a 8047 10003 5000
a 8048 10003 5000
a 8049 10003 5000
a 8050 10003 5000
a 8051 10003 5000
a 8052 10003 5000
a 8053 10003 5000
a 8054 10003 5000
a 8055 10003 5000
a 8056 10003 5000
a 8057 10003 5000
a 8058 10003 5000
a 8059 10003 5000
a 8060 10003 5000
a 8061 10003 5000
a 8062 10003 5000
a 8063 10003 5000
a 8064 10003 5000
a 8065 10003 5000
a 8066 10003 5000
a 8067 10003 5000
a 8068 10003 5000
a 8069 10003 5000
a 8070 10003 5000
a 8071 10003 5000
a 8072 10003 5000
a 8073 10003 5000
a 8074 10003 5000
a 8075 10003 5000
a 8076 10003 5000
a 8077 10003 5000
a 8078 10003 5000
a 8079 10003 5000
a 8080 10003 5000
a 8081 10003 5000
a 8082 10003 5000
a 8083 10003 5000
a 8084 10003 5000
a 8085 10003 5000
a 8086 10003 5000
a 8087 10003 5000
a 8088 10003 5000
a 8089 10003 5000
a 8090 10003 5000
a 8091 10003 5000
a 8092 10003 5000
a 8093 10003 5000
a 8094 10003 5000
a 8095 10003 5000
a 8096 10003 5000
a 8097 10003 5000
a 8098 10003 5000
a 8099 10003 5000
a 8100 10003 5000
a 8101 10003 5000
a 8102 10003 5000
a 8103 10003 5000
a 8104 10003 5000
a 8105 10003 5000
a 8106 10003 5000
a 8107 10003 5000
a 8108 10003 5000
a 8109 10003 5000
a 8110 10003 5000
a 8111 10003 5000
a 8112 10003 5000
a 8113 10003 5000
a 8114 10003 5000
a 8115 10003 5000
a 8116 10003 5000
a 8117 10003 5000
a 8118 10003 5000
a 8119 10003 5000
a 8120 10003 5000
a 8121 10003 5000
a 8122 10003 5000
a 8123 10003 5000
a 8124 10003 5000
a 8125 10003 5000
a 8126 10003 5000
a 8127 10003 5000
a 8128 10003 5000
a 8129 10003 5000
a 8130 10003 5000
a 8131 10003 5000
a 8132 10003 5000
a 8133 10003 5000
a 8134 10003 5000
a 8135 10003 5000
a 8136 10003 5000
a 8137 10003 5000
a 8138 10003 5000
a 8139 10003 5000
a 8140 10003 5000
a 8141 10003 5000
a 8142 10003 5000
a 8143 10003 5000
a 8144 10003 5000
a 8145 10003 5000
a 8146 10003 5000
a 8147 10003 5000
a 8148 10003 5000
a 8149 10003 5000
a 8150 10003 5000
a 8151 10003 5000
a 8152 10003 5000
a 8153 10003 5000
a 8154 10003 5000
a 8155 10003 5000
a 8156 10003 5000
a 8157 10003 5000
a 8158 10003 5000
a 8159 10003 5000
a 8160 10003 5000
a 8161 10003 5000
a 8162 10003 5000
a 8163 10003 5000
a 8164 10003 5000
a 8165 10003 5000
a 8166 10003 5000
a 8167 10003 5000
a 8168 10003 5000
a 8169 10003 5000
a 8170 10003 5000
a 8171 10003 5000
a 8172 10003 5000
a 8173 10003 5000
a 8174 10003 5000
a 8175 10003 5000
a 8176 10003 5000
a 8177 10003 5000
a 8178 10003 5000
a 8179 10003 5000
a 8180 10003 5000
a 8181 10003 5000
a 8182 10003 5000
a 8183 10003 5000
a 8184 10003 5000
a 8185 10003 5000
a 8186 10003 5000
a 8187 10003 5000
a 8188 10003 5000
a 8189 10003 5000
a 8190 10003 5000
a 8191 10003 5000
a 8192 10003 5000
a 8193 10003 5000
a 8194 10003 5000
a 8195 10003 5000
a 8196 10003 5000
a 8197 10003 5000
a 8198 10003 5000
a 8199 10003 5000
a 8200 10003 5000
a 8201 10003 5000
a 8202 10003 5000
a 8203 10003 5000
a 8204 10003 5000
a 8205 10003 5000
a 8206 10003 5000
a 8207 10003 5000
a 8208 10003 5000
a 8209 10003 5000
a 8210 10003 5000
a 8211 10003 5000
a 8212 10003 5000
a 8213 10003 5000
a 8214 10003 5000
a 8215 10003 5000
a 8216 10003 5000
a 8217 10003 5000
a 8218 10003 5000
a 8219 10003 5000
a 8220 10003 5000
a 8221 10003 5000
a 8222 10003 5000
a 8223 10003 5000
a 8224 10003 5000
a 8225 10003 5000
a 8226 10003 5000
a 8227 10003 5000
a 8228 10003 5000
a 8229 10003 5000
a 8230 10003 5000
a 8231 10003 5000
a 8232 10003 5000
a 8233 10003 5000
a 8234 10003 5000
a 8235 10003 5000
a 8236 10003 5000
a 8237 10003 5000
a 8238 10003 5000
a 8239 10003 5000
a 8240 10003 5000
a 8241 10003 5000
a 8242 10003 5000
a 8243 10003 5000
a 8244 10003 5000
a 8245 10003 5000
a 8246 10003 5000
a 8247 10003 5000
a 8248 10003 5000
a 8249 10003 5000
a 8250 10003 5000
a 8251 10003 5000
a 8252 10003 5000
a 8253 10003 5000
a 8254 10003 5000
a 8255 10003 5000
a 8256 10003 5000
a 8257 10003 5000
a 8258 10003 5000
a 8259 10003 5000
a 8260 10003 5000
a 8261 10003 5000
a 8262 10003 5000
a 8263 10003 5000
a 8264 10003 5000
a 8265 10003 5000
a 8266 10003 5000
a 8267 10003 5000
a 8268 10003 5000
a 8269 10003 5000
a 8270 10003 5000
a 8271 10003 5000
a 8272 10003 5000
a 8273 10003 5000
a 8274 10003 5000
a 8275 10003 5000
a 8276 10003 5000
a 8277 10003 5000
a 8278 10003 5000
a 8279 10003 5000
a 8280 10003 5000
a 8281 10003 5000
a 8282 10003 5000
a 8283 10003 5000
a 8284 10003 5000
a 8285 10003 5000
a 8286 10003 5000
a 8287 10003 5000
a 8288 10003 5000
a 8289 10003 5000
a 8290 10003 5000
a 8291 10003 5000
a 8292 10003 5000
a 8293 10003 5000
a 8294 10003 5000
a 8295 10003 5000
a 8296 10003 5000
a 8297 10003 5000
a 8298 10003 5000
a 8299 10003 5000
a 8300 10003 5000
a 8301 10003 5000
a 8302 10003 5000
a 8303 10003 5000
a 8304 10003 5000
a 8305 10003 5000
a 8306 10003 5000
a 8307 10003 5000
a 8308 10003 5000
a 8309 10003 5000
a 8310 10003 5000
a 8311 10003 5000
a 8312 10003 5000
a 8313 10003 5000
a 8314 10003 5000
a 8315 10003 5000
a 8316 10003 5000
a 8317 10003 5000
a 8318 10003 5000
a 8319 10003 5000
a 8320 10003 5000
a 8321 10003 5000
a 8322 10003 5000
a 8323 10003 5000
a 8324 10003 5000
a 8325 10003 5000
a 8326 10003 5000
a 8327 10003 5000
a 8328 10003 5000
a 8329 10003 5000
a 8330 10003 5000
a 8331 10003 5000
a 8332 10003 5000
a 8333 10003 5000
a 8334 10003 5000
a 8335 10003 5000
a 8336 10003 5000
a 8337 10003 5000
a 8338 10003 5000
a 8339 10003 5000
a 8340 10003 5000
a 8341 10003 5000
a 8342 10003 5000
a 8343 10003 5000
a 8344 10003 5000
a 8345 10003 5000
a 8346 10003 5000
a 8347 10003 5000
a 8348 10003 5000
a 8349 10003 5000
a 8350 10003 5000
a 8351 10003 5000
a 8352 10003 5000
a 8353 10003 5000
a 8354 10003 5000
a 8355 10003 5000
a 8356 10003 5000
a 8357 10003 5000
a 8358 10003 5000
a 8359 10003 5000
a 8360 10003 5000
a 8361 10003 5000
a 8362 10003 5000
a 8363 10003 5000
a 8364 10003 5000
a 8365 10003 5000
a 8366 10003 5000
a 8367 10003 5000
a 8368 10003 5000
a 8369 10003 5000
a 8370 10003 5000
a 8371 10003 5000
a 8372 10003 5000
a 8373 10003 5000
a 8374 10003 5000
a 8375 10003 5000
a 8376 10003 5000
a 8377 10003 5000
a 8378 10003 5000
a 8379 10003 5000
a 8380 10003 5000
a 8381 10003 5000
a 8382 10003 5000
a 8383 10003 5000
a 8384 10003 5000
a 8385 10003 5000
a 8386 10003 5000
a 8387 10003 5000
a 8388 10003 5000
a 8389 10003 5000
a 8390 10003 5000
a 8391 10003 5000
a 8392 10003 5000
a 8393 10003 5000
a 8394 10003 5000
a 8395 10003 5000
a 8396 10003 5000
a 8397 10003 5000
a 8398 10003 5000
a 8399 10003 5000
a 8400 10003 5000
a 8401 10003 5000
a 8402 10003 5000
a 8403 10003 5000
a 8404 10003 5000
a 8405 10003 5000
a 8406 10003 5000
a 8407 10003 5000
a 8408 10003 5000
a 8409 10003 5000
a 8410 10003 5000
a 8411 10003 5000
a 8412 10003 5000
a 8413 10003 5000
a 8414 10003 5000
a 8415 10003 5000
a 8416 10003 5000
a 8417 10003 5000
a 8418 10003 5000
a 8419 10003 5000
a 8420 10003 5000
a 8421 10003 5000
a 8422 10003 5000
a 8423 10003 5000
a 8424 10003 5000
a 8425 10003 5000
a 8426 10003 5000
a 8427 10003 5000
a 8428 10003 5000
a 8429 10003 5000
a 8430 10003 5000
a 8431 10003 5000
a 8432 10003 5000
a 8433 10003 5000
a 8434 10003 5000
a 8435 10003 5000
a 8436 10003 5000
a 8437 10003 5000
a 8438 10003 5000
a 8439 10003 5000
a 8440 10003 5000
a 8441 10003 5000
a 8442 10003 5000
a 8443 10003 5000
a 8444 10003 5000
a 8445 10003 5000
a 8446 10003 5000
a 8447 10003 5000
a 8448 10003 5000
a 8449 10003 5000
a 8450 10003 5000
a 8451 10003 5000
a 8452 10003 5000
a 8453 10003 5000
a 8454 10003 5000
a 8455 10003 5000
a 8456 10003 5000
a 8457 10003 5000
a 8458 10003 5000
a 8459 10003 5000
a 8460 10003 5000
a 8461 10003 5000
a 8462 10003 5000
a 8463 10003 5000
a 8464 10003 5000
a 8465 10003 5000
a 8466 10003 5000
a 8467 10003 5000
a 8468 10003 5000
a 8469 10003 5000
a 8470 10003 5000
a 8471 10003 5000
a 8472 10003 5000
a 8473 10003 5000
a 8474 10003 5000
a 8475 10003 5000
a 8476 10003 5000
a 8477 10003 5000
a 8478 10003 5000
a 8479 10003 5000
a 8480 10003 5000
a 8481 10003 5000
a 8482 10003 5000
a 8483 10003 5000
a 8484 10003 5000
a 8485 10003 5000
a 8486 10003 5000
a 8487 10003 5000
a 8488 10003 5000
a 8489 10003 5000
a 8490 10003 5000
a 8491 10003 5000
a 8492 10003 5000
a 8493 10003 5000
a 8494 10003 5000
a 8495 10003 5000
a 8496 10003 5000
a 8497 10003 5000
a 8498 10003 5000
a 8499 10003 5000
a 8500 10003 5000
a 8501 10003 5000
a 8502 10003 5000
a 8503 10003 5000
a 8504 10003 5000
a 8505 10003 5000
a 8506 10003 5000
a 8507 10003 5000
a 8508 10003 5000
